Date,tbl_liquidity_index,tbl_liquidity_30d_change,S&P 500,Bitcoin
2022-02-15,55.3865838,-2.71691,4471.07,44575.2
2022-02-14,54.3328834,-3.77061,4401.67,42586.92
2022-02-13,55.5692303,-2.48054,4418.64,42197.52
2022-02-12,55.5692303,-3.15381,4418.64,42244.47
2022-02-11,55.514245,-2.88557,4418.64,42407.94
2022-02-10,56.1663142,-1.74374,4504.08,43565.11
2022-02-09,57.2368455,-0.45358,4587.18,44338.8
2022-02-08,57.161141,-1.01016,4521.54,44118.45
2022-02-07,56.7141449,-1.45716,4483.87,43840.29
2022-02-06,56.6185833,-1.46754,4500.53,42412.43
2022-02-05,56.6185833,-0.9153,4500.53,41441.16
2022-02-04,56.6727012,-0.69923,4500.53,41500.88
2022-02-03,56.9848796,0.110755,4477.44,37154.6
2022-02-02,57.0413188,0.265938,4589.38,36952.98
2022-02-01,56.8218686,-1.02366,4546.54,38743.27
2022-01-31,56.6659361,-1.17959,4515.55,38483.13
2022-01-30,56.5318647,-1.33274,4431.85,37917.6
2022-01-29,56.5318647,-1.24347,4431.85,38138.18
2022-01-28,56.4874701,-1.2618,4431.85,37784.33
2022-01-27,56.4142657,-1.48149,4326.51,37138.23
2022-01-26,56.4109407,-1.15668,4349.93,36852.12
2022-01-25,56.7662103,-1.17354,4356.45,36954
2022-01-24,56.9355611,-1.00419,4410.13,36654.33
2022-01-23,57.3663901,-0.57336,4397.94,36276.8
2022-01-22,57.3663901,-0.61919,4397.94,35030.25
2022-01-21,57.3681394,-0.70624,4397.94,36457.32
2022-01-20,57.3216223,-0.24145,4482.73,40680.42
2022-01-19,57.4479635,-0.49877,4532.76,41744.33
2022-01-18,56.8415852,-1.70872,4577.11,42375.63
2022-01-17,58.0687843,-0.48152,4662.85,42250.55
2022-01-16,58.1034907,-0.40118,4662.85,43113.88
2022-01-15,58.1034907,-0.98683,4662.85,43177.4
2022-01-14,58.049771,-0.27809,4662.85,43099.7
2022-01-13,58.7230358,1.004131,4659.03,42591.57
2022-01-12,58.3998171,0.159245,4726.35,43949.1
2022-01-11,57.9100503,-0.54502,4713.07,42735.85
2022-01-10,57.6904235,-0.76465,4670.29,41821.26
2022-01-09,58.1713002,-0.28369,4677.03,41911.6
2022-01-08,58.1713002,0.357944,4677.03,41733.94
2022-01-07,58.0861255,0.385754,4677.03,41557.9
2022-01-06,57.5338804,0.916502,4696.05,43160.93
2022-01-05,57.3719278,0.602201,4700.58,43569
2022-01-04,56.8741244,-1.13947,4793.54,45897.58
2022-01-03,56.7753807,-1.23821,4796.56,46458.12
2022-01-02,57.8455242,-0.11655,4766.18,47345.22
2022-01-01,57.8455242,0.311692,4766.18,47686.81
2021-12-31,57.8646035,0.326121,4766.18,46306.45
2021-12-30,57.7753299,0.30616,4778.73,47178.13
2021-12-29,57.7492739,1.112439,4793.06,46444.71
2021-12-28,57.8957513,1.225586,4786.35,47588.85
2021-12-27,57.5676203,0.897455,4791.19,50640.42
2021-12-26,57.939749,1.195488,4725.79,50809.52
2021-12-25,57.939749,0.648489,4725.79,50429.86
2021-12-24,57.939749,0.621308,4725.79,50822.2
2021-12-23,57.9855821,0.283467,4725.79,50784.54
2021-12-22,58.0743767,0.148218,4696.56,48628.51
2021-12-21,57.5630736,-1.31267,4649.23,48936.61
2021-12-20,57.9467293,-0.92902,4568.02,46880.28
2021-12-19,58.5503011,-0.33235,4620.64,46707.01
2021-12-18,58.5503011,-0.24617,4620.64,46848.78
2021-12-17,58.5046722,0.681015,4620.64,46202.14
2021-12-16,59.0903196,1.258484,4668.67,47665.43
2021-12-15,58.3278607,0.348765,4709.85,48896.72
2021-12-14,57.718905,-0.75732,4634.09,46612.63
2021-12-13,58.2405724,-0.23566,4668.97,46737.48
2021-12-12,58.4550721,-0.038,4712.02,50098.34
2021-12-11,58.4550721,-0.13134,4712.02,49362.51
2021-12-10,58.4549871,-0.20212,4712.02,47243.31
2021-12-09,57.8133564,-1.75816,4667.45,47672.12
2021-12-08,57.7003711,-1.92376,4701.21,50504.8
2021-12-07,56.617378,-3.51702,4686.75,50700.08
2021-12-06,56.7697272,-3.36467,4591.67,50582.63
2021-12-05,58.0135914,-2.12492,4538.43,49368.85
2021-12-04,58.0135914,-2.49082,4538.43,49200.7
2021-12-03,57.9620692,-1.81693,4538.43,53598.25
2021-12-02,57.5338327,-2.33876,4577.1,56477.82
2021-12-01,57.5384823,-1.40512,4513.04,57229.83
2021-11-30,57.46917,-1.97404,4567,57005.43
2021-11-29,56.636835,-2.80638,4655.27,57806.57
2021-11-28,56.6701649,-2.71601,4594.62,57248.46
2021-11-27,56.6701649,-3.14683,4594.62,54815.08
2021-11-26,56.7442606,-3.20663,4594.62,53569.76
2021-11-25,57.2912605,-3.04833,4701.46,57274.68
2021-11-24,57.3184408,-2.71763,4701.46,56280.43
2021-11-23,57.7021152,-1.93306,4690.7,57569.07
2021-11-22,57.9261589,-1.70902,4682.94,56289.29
2021-11-21,58.8757445,-0.80847,4697.96,58730.48
2021-11-20,58.8757445,-0.99356,4697.96,59697.2
2021-11-19,58.8826518,-1.63547,4697.96,58119.58
2021-11-18,58.7964692,-1.3631,4704.54,56942.14
2021-11-17,57.8236576,-2.04472,4688.67,60368.01
2021-11-16,57.8318355,-3.09993,4700.9,60161.25
2021-11-15,57.9790959,-2.95267,4682.8,63557.87
2021-11-14,58.4762284,-2.47734,4682.85,65466.84
2021-11-13,58.4762284,-2.88852,4682.85,64469.53
2021-11-12,58.4930769,-2.65351,4682.85,64155.94
2021-11-11,58.5864102,-2.13887,4649.27,64949.96
2021-11-10,58.6571043,-2.5244,4646.71,64995.23
2021-11-09,59.5715139,-1.64437,4685.25,66971.83
2021-11-08,59.624131,-1.59175,4701.7,67566.83
2021-11-07,60.134399,-1.16568,4697.53,63326.99
2021-11-06,60.134399,-1.03243,4697.53,61527.48
2021-11-05,60.1385129,-1.08006,4697.53,61125.67
2021-11-04,60.5044123,-0.47426,4680.06,61452.23
2021-11-03,59.778999,-1.59776,4660.57,62970.05
2021-11-02,59.8725971,-1.86539,4630.65,63226.4
2021-11-01,58.9436044,-2.79438,4613.67,61004.41
2021-10-31,59.4432146,-2.25948,4605.38,61318.96
2021-10-30,59.4432146,-1.79292,4605.38,61888.83
2021-10-29,59.3861781,-1.76023,4605.38,62227.96
2021-10-28,59.816993,-1.28475,4596.42,60622.14
2021-10-27,59.9508933,-1.63653,4551.68,58482.39
2021-10-26,60.3395865,-1.5826,4574.79,60363.79
2021-10-25,60.0360711,-1.88612,4566.48,63039.83
2021-10-24,59.6351755,-2.25076,4544.9,60930.84
2021-10-23,59.6351755,-2.50222,4544.9,61393.62
2021-10-22,59.6842126,-2.62579,4544.9,60692.26
2021-10-21,59.8693071,-1.98507,4549.78,62210.17
2021-10-20,60.518125,-1.14901,4536.19,65992.84
2021-10-19,60.1595717,-1.94613,4519.63,64261.99
2021-10-18,59.8683733,-2.23732,4486.46,62026.08
2021-10-17,60.9317654,-1.1689,4471.37,61553.62
2021-10-16,60.9317654,-1.60566,4471.37,60892.18
2021-10-15,60.9535661,-1.6245,4471.37,61593.95
2021-10-14,61.3647475,-1.50755,4438.26,57321.53
2021-10-13,61.1465909,-1.54545,4363.8,57401.1
2021-10-12,60.7252816,-2.12378,4350.65,56041.06
2021-10-11,61.1815072,-1.66755,4361.19,57484.79
2021-10-10,61.2158833,-1.65593,4391.34,54771.58
2021-10-09,61.2158833,-1.60191,4391.34,54968.22
2021-10-08,61.300083,-0.89463,4391.34,53967.85
2021-10-07,61.1668242,-0.92085,4399.76,53805.99
2021-10-06,61.2185685,-1.52364,4363.55,55361.45
2021-10-05,60.9786678,-1.74409,4345.72,51514.81
2021-10-04,61.3767618,-1.346,4300.46,49112.9
2021-10-03,61.7379826,-0.91253,4357.04,48199.95
2021-10-02,61.7379826,-0.61674,4357.04,47711.49
2021-10-01,61.7026954,-0.23066,4357.04,48116.94
2021-09-30,61.2361339,-0.57661,4307.54,43790.9
2021-09-29,61.1464038,-0.69828,4359.46,41564.36
2021-09-28,61.1017418,-0.93894,4352.63,41034.54
2021-09-27,61.5874232,-0.45326,4443.11,42235.73
2021-09-26,61.9221891,-0.24568,4455.48,43208.54
2021-09-25,61.9221891,0.620544,4455.48,42716.59
2021-09-24,61.8859373,0.692933,4455.48,42839.75
2021-09-23,62.1373972,0.694206,4448.98,44895.1
2021-09-22,62.3100034,0.770935,4395.64,43574.51
2021-09-21,61.8543758,0.157284,4354.19,40693.68
2021-09-20,61.6671347,-0.02996,4357.73,42843.8
2021-09-19,62.105698,0.474917,4432.99,47260.22
2021-09-18,62.105698,0.343617,4432.99,48278.36
2021-09-17,62.1006614,0.243794,4432.99,47267.52
2021-09-16,62.5374221,0.84496,4473.75,47783.36
2021-09-15,62.5780649,0.592492,4480.7,48176.35
2021-09-14,62.8723001,0.418904,4443.05,47092.49
2021-09-13,62.6920416,0.238646,4468.73,44963.07
2021-09-12,62.84906,0.350907,4458.58,46063.27
2021-09-11,62.84906,0.779615,4458.58,45201.46
2021-09-10,62.8718121,1.207577,4458.58,44883.91
2021-09-09,62.8177974,2.02204,4493.28,46391.42
2021-09-08,62.1947095,1.2587,4514.07,46091.39
2021-09-07,62.0876708,0.697989,4520.03,46811.13
2021-09-06,62.7422102,1.352529,4535.43,52633.54
2021-09-05,62.7227619,1.46782,4535.43,51753.41
2021-09-04,62.7227619,1.388912,4535.43,49944.63
2021-09-03,62.6505111,1.114868,4535.43,50025.37
2021-09-02,62.3547265,1.071872,4536.95,49327.72
2021-09-01,61.9333545,0.510717,4524.09,48847.03
2021-08-31,61.8127425,0.094615,4522.68,47166.69
2021-08-30,61.8446884,-0.00803,4528.79,47054.98
2021-08-29,62.0406796,0.248654,4509.37,48829.83
2021-08-28,62.0406796,0.262572,4509.37,48902.4
2021-08-27,62.1678701,0.409091,4509.37,49058.67
2021-08-26,61.3016448,0.554109,4470,46942.22
2021-08-25,61.1930045,0.266027,4496.19,48960.79
2021-08-24,61.443191,0.073766,4486.23,47706.12
2021-08-23,61.5390689,0.169644,4479.53,49546.15
2021-08-22,61.6970919,0.277175,4441.67,49321.65
2021-08-21,61.6970919,0.137419,4441.67,48905.49
2021-08-20,61.6307814,0.107485,4441.67,49339.18
2021-08-19,61.7620806,0.598119,4405.8,46717.58
2021-08-18,61.8568675,0.405702,4400.27,44801.19
2021-08-17,61.6924616,-0.88971,4448.08,44695.36
2021-08-16,61.9855731,-0.5966,4479.71,46004.48
2021-08-15,62.453396,-0.18003,4468,47047
2021-08-14,62.453396,-0.33887,4468,47096.95
2021-08-13,62.4981533,-0.25358,4468,47793.32
2021-08-12,62.0694447,-0.13967,4460.83,44428.29
2021-08-11,61.6642354,-0.73624,4447.7,45593.64
2021-08-10,60.7957571,-1.69069,4436.75,45585.03
2021-08-09,60.9360091,-1.55044,4432.35,46365.4
2021-08-08,61.3896817,-1.0759,4436.52,43798.12
2021-08-07,61.3896817,-0.86638,4436.52,44555.8
2021-08-06,61.2549417,-1.11606,4436.52,42816.5
2021-08-05,61.3338499,-1.57039,4429.1,40869.55
2021-08-04,61.5356431,-1.94368,4402.66,39747.51
2021-08-03,61.2828545,-2.12018,4423.15,38152.98
2021-08-02,61.4226378,-1.98039,4387.16,39201.95
2021-08-01,61.7181272,-1.7087,4395.26,39974.9
2021-07-31,61.8527134,-0.78857,4395.26,41626.2
2021-07-30,61.7920258,-1.06863,4395.26,42235.55
2021-07-29,61.7781079,-1.18825,4419.15,40008.42
2021-07-28,61.7587795,-1.28938,4400.64,39995.91
2021-07-27,60.7475361,-2.421,4401.46,39406.94
2021-07-26,60.9269775,-2.24156,4422.3,37337.53
2021-07-25,61.3694252,-1.82787,4411.79,35350.19
2021-07-24,61.3694252,-1.92003,4411.79,34292.45
2021-07-23,61.419917,-1.71784,4411.79,33581.55
2021-07-22,61.5596725,-1.26966,4367.48,32313.11
2021-07-21,61.5232965,-1.08035,4358.69,32110.69
2021-07-20,61.1639616,-1.62436,4323.06,29807.35
2021-07-19,61.4511653,-1.33716,4258.49,30817.83
2021-07-18,62.5821687,-0.1695,4327.16,31796.81
2021-07-17,62.5821687,-0.86639,4327.16,31533.07
2021-07-16,62.6334231,-0.96702,4327.16,31421.54
2021-07-15,62.7922684,-1.1126,4360.03,31780.73
2021-07-14,62.7517343,-1.00677,4374.3,32822.35
2021-07-13,62.2091147,-1.99501,4369.21,32702.03
2021-07-12,62.4004802,-1.80364,4384.63,33155.85
2021-07-11,62.4864457,-1.61758,4369.55,34240.19
2021-07-10,62.4864457,-1.98535,4369.55,33520.52
2021-07-09,62.465577,-1.50755,4369.55,33798.01
2021-07-08,62.2560592,-2.15997,4320.82,32877.37
2021-07-07,62.3710011,-2.13852,4358.13,33855.33
2021-07-06,62.9042355,-1.51597,4343.54,34235.19
2021-07-05,63.4793207,-0.94088,4352.34,33746
2021-07-04,63.4030305,-0.94314,4352.34,35287.78
2021-07-03,63.4030305,-0.29686,4352.34,34668.55
2021-07-02,63.4268273,-0.22684,4352.34,33897.05
2021-07-01,62.6412873,-1.04261,4319.94,33572.12
2021-06-30,62.8606553,-1.44438,4297.5,35040.84
2021-06-29,62.9663568,-1.31016,4291.8,35867.78
2021-06-28,63.0481549,-1.22836,4290.61,34434.34
2021-06-27,63.1685341,-1.17803,4280.7,34649.64
2021-06-26,63.1685341,-1.09412,4280.7,32186.28
2021-06-25,63.197298,-1.15027,4280.7,31637.78
2021-06-24,63.289458,-1.1356,4266.49,34662.44
2021-06-23,63.1377547,-1.06443,4241.84,33723.03
2021-06-22,62.8293289,-1.36211,4246.44,32505.66
2021-06-21,62.6036496,-1.58779,4224.79,31676.69
2021-06-20,62.7883264,-1.37289,4166.45,35698.3
2021-06-19,62.7883264,-1.31519,4166.45,35615.87
2021-06-18,62.7516638,-0.97379,4166.45,35787.24
2021-06-17,63.448558,-0.49515,4221.86,38053.5
2021-06-16,63.6004475,-0.15526,4223.7,38347.06
2021-06-15,63.9048636,-0.29643,4246.59,40406.27
2021-06-14,63.7585005,-0.4428,4255.15,40218.48
2021-06-13,64.2041223,-0.00059,4247.44,39097.86
2021-06-12,64.2041223,0.327516,4247.44,35552.52
2021-06-11,64.1040264,0.532659,4247.44,37334.4
2021-06-10,64.471793,0.585829,4239.18,36702.6
2021-06-09,63.9731308,-0.22753,4219.55,37345.12
2021-06-08,64.416033,0.067669,4227.26,33472.63
2021-06-07,64.5095195,0.161156,4226.52,33560.71
2021-06-06,64.4202016,0.091594,4229.89,35862.38
2021-06-05,64.4202016,0.581793,4229.89,35551.96
2021-06-04,64.346167,0.574749,4229.89,36894.41
2021-06-03,63.6998868,0.195244,4192.85,39208.77
2021-06-02,63.6536723,-0.02217,4208.12,37575.18
2021-06-01,63.6838976,0.200467,4202.04,36684.92
2021-05-31,64.3050311,0.8216,4204.11,37332.85
2021-05-30,64.276518,0.880709,4204.11,35678.13
2021-05-29,64.276518,0.842799,4204.11,34616.07
2021-05-28,64.3465691,1.020754,4204.11,35697.61
2021-05-27,64.2626504,0.897924,4200.88,38436.97
2021-05-26,64.3475712,0.949823,4195.99,39294.2
2021-05-25,64.4250553,0.929082,4188.13,38402.22
2021-05-24,64.2021846,0.706211,4197.05,38705.98
2021-05-23,64.1914353,0.684453,4155.86,34770.58
2021-05-22,64.1914353,0.695164,4155.86,37536.63
2021-05-21,64.1612178,1.056553,4155.86,37304.69
2021-05-20,64.1035203,1.30336,4159.12,40782.74
2021-05-19,63.7254524,0.781035,4115.68,37002.44
2021-05-18,63.9437055,0.874965,4127.83,42909.4
2021-05-17,63.7557063,0.686966,4163.29,43537.51
2021-05-16,64.2012979,1.129489,4173.85,46456.06
2021-05-15,64.2012979,0.725514,4173.85,46760.19
2021-05-14,64.2047086,0.918861,4173.85,49880.53
2021-05-13,63.8766062,0.658698,4112.5,49716.19
2021-05-12,63.5713671,0.575543,4063.04,49150.53
2021-05-11,63.8859643,0.63688,4152.1,56704.57
2021-05-10,64.2006566,0.951572,4188.43,55859.8
2021-05-09,64.3483637,1.085334,4232.6,58232.32
2021-05-08,64.3483637,0.776243,4232.6,58803.78
2021-05-07,64.3286079,1.236282,4232.6,57356.4
2021-05-06,63.8384081,0.358726,4201.62,56396.51
2021-05-05,63.7714179,0.589136,4167.59,57424.01
2021-05-04,63.5046425,0.703169,4164.66,53333.54
2021-05-03,63.6758419,0.874368,4192.66,57200.29
2021-05-02,63.4834308,0.731898,4181.17,56631.08
2021-05-01,63.4834308,0.98904,4181.17,57828.05
2021-04-30,63.3958091,1.888269,4181.17,57750.18
2021-04-29,63.4337195,1.362187,4211.47,53555.11
2021-04-28,63.3258148,0.77772,4183.18,54824.7
2021-04-27,63.3647269,0.110844,4186.72,55033.12
2021-04-26,63.3977478,0.143865,4187.62,54021.75
2021-04-25,63.4959737,-0.00306,4180.17,49004.25
2021-04-24,63.4959737,-0.62734,4180.17,50050.87
2021-04-23,63.506982,-0.60205,4180.17,51093.65
2021-04-22,63.4962717,-0.65195,4134.98,51762.27
2021-04-21,63.104665,-0.81216,4173.42,53906.09
2021-04-20,62.8001604,-0.78727,4134.94,56473.03
2021-04-19,62.9444174,-0.64302,4163.26,55724.27
2021-04-18,63.0687403,-0.88479,4185.47,56216.19
2021-04-17,63.0687403,-0.44925,4185.47,60683.82
2021-04-16,63.0718088,-0.66077,4185.47,61572.79
2021-04-15,63.4757834,0.904877,4170.42,63314.01
2021-04-14,63.2858472,-0.00156,4124.66,63109.7
2021-04-13,63.217908,-0.00172,4141.59,63503.46
2021-04-12,62.9958241,-0.22381,4127.99,59893.45
2021-04-11,63.2490842,0.319274,4128.8,60204.96
2021-04-10,63.2490842,-0.5897,4128.8,59793.24
2021-04-09,63.2630296,-0.45476,4128.8,58245
2021-04-08,63.5721212,0.96239,4097.17,58323.95
2021-04-07,63.0923258,0.786736,4079.95,56048.94
2021-04-06,63.4796825,0.777165,4073.94,58192.36
2021-04-05,63.1822817,0.479765,4077.91,59057.88
2021-04-04,62.8014736,-0.17705,4019.87,58758.56
2021-04-03,62.8014736,-0.61999,4019.87,57603.89
2021-04-02,62.751533,-1.09556,4019.87,59384.31
2021-04-01,62.4943907,-2.71213,4019.87,59095.81
2021-03-31,61.5075399,-2.44043,3972.89,58918.83
2021-03-30,62.0715322,-1.21207,3958.55,58917.69
2021-03-29,62.5480947,-0.7355,3971.09,57750.2
2021-03-28,63.2538828,-0.24027,3974.54,55950.75
2021-03-27,63.2538828,-0.58748,3974.54,55973.51
2021-03-26,63.4990305,-2.11405,3974.54,55137.31
2021-03-25,64.1233171,-1.63372,3909.52,51704.16
2021-03-24,64.1090293,-1.66941,3889.14,52774.26
2021-03-23,64.1482224,-1.84018,3910.52,54738.94
2021-03-22,63.916825,-2.07158,3940.59,54529.15
2021-03-21,63.5874348,-2.54856,3913.1,57523.42
2021-03-20,63.5874348,-3.145,3913.1,58313.64
2021-03-19,63.9535293,-2.69594,3913.1,58346.65
2021-03-18,63.5179943,-3.04398,3915.46,57858.92
2021-03-17,63.7325763,-4.25784,3974.12,58870.89
2021-03-16,62.5709063,-5.36326,3962.71,56804.9
2021-03-15,63.2874038,-4.64677,3968.94,55907.2
2021-03-14,63.2196323,-4.74025,3943.34,59302.32
2021-03-13,63.2196323,-4.94279,3943.34,61243.08
2021-03-12,62.9298099,-5.12276,3943.34,57332.09
2021-03-11,63.8387868,-4.08999,3939.34,57805.12
2021-03-10,63.717794,-3.88614,3898.81,56008.55
2021-03-09,62.609731,-5.06764,3875.44,54824.12
2021-03-08,62.3055899,-5.37178,3821.35,52246.52
2021-03-07,62.7025171,-5.01139,3841.94,51206.69
2021-03-06,62.7025171,-4.92942,3841.94,48912.38
2021-03-05,62.9785189,-4.64772,3841.94,48927.3
2021-03-04,63.4214596,-4.26351,3768.47,48561.17
2021-03-03,63.8470967,-3.77396,3819.72,50538.24
2021-03-02,65.2065213,-2.33209,3870.29,48378.99
2021-03-01,63.9479718,-3.51666,3901.82,49631.24
2021-02-28,63.2835993,-4.32472,3811.15,45137.77
2021-02-27,63.2835993,-4.64786,3811.15,46188.45
2021-02-26,63.4941576,-4.69017,3811.15,46339.76
2021-02-25,63.8413674,-4.48817,3829.34,47093.85
2021-02-24,65.6130774,-2.78326,3925.43,49705.33
2021-02-23,65.7570359,-2.5969,3881.37,48824.43
2021-02-22,65.7784414,-2.5755,3876.5,54207.32
2021-02-21,65.9884048,-2.38853,3906.71,57539.94
2021-02-20,65.9884048,-2.40612,3906.71,56099.52
2021-02-19,66.1359985,-2.2856,3906.71,55888.13
2021-02-18,66.732431,-1.3884,3913.97,51679.8
2021-02-17,66.6494685,-1.37717,3931.33,52149.01
2021-02-16,66.5619773,-1.47405,3932.59,49199.87
2021-02-15,67.9904211,-0.0456,3934.83,47945.06
2021-02-14,67.9341699,-0.04027,3934.83,48717.29
2021-02-13,67.9341699,0.092368,3934.83,47105.52
2021-02-12,67.9598849,-0.03172,3934.83,47504.85
2021-02-11,68.1624205,0.744779,3916.38,47909.33
2021-02-10,68.0525739,0.379647,3909.88,44918.18
2021-02-09,67.928775,-0.22521,3911.23,46481.1
2021-02-08,67.6039298,-0.55006,3915.59,46196.46
2021-02-07,67.6773737,-0.52011,3886.83,38903.44
2021-02-06,67.6773737,-0.53982,3886.83,39266.01
2021-02-05,67.7139099,-0.59712,3886.83,38144.31
2021-02-04,67.6319415,-0.13478,3871.74,36926.06
2021-02-03,67.62624,-0.04069,3830.17,37472.09
2021-02-02,67.6849652,-0.04914,3826.31,35510.29
2021-02-01,67.621052,-0.11305,3773.86,33537.18
2021-01-31,67.5386094,-0.28726,3714.24,33114.36
2021-01-30,67.4646287,-0.17516,3714.24,34269.52
2021-01-29,67.6083167,-0.51612,3714.24,34316.39
2021-01-28,67.9314614,-0.28114,3787.38,33466.1
2021-01-27,68.1843318,-0.08349,3750.77,30432.55
2021-01-26,68.329534,-0.35837,3849.62,32569.85
2021-01-25,68.3963343,-0.29157,3855.36,32366.39
2021-01-24,68.3539374,-0.45034,3841.47,32289.38
2021-01-23,68.3539374,-0.48892,3841.47,32067.64
2021-01-22,68.3769387,-0.34902,3841.47,33005.76
2021-01-21,68.3945281,-0.23478,3853.07,30825.7
2021-01-20,68.4215949,0.130161,3851.85,35547.75
2021-01-19,68.1208357,-0.42489,3798.91,36069.81
2021-01-18,68.0266383,-0.51909,3768.25,36630.08
2021-01-17,68.0360244,-0.46067,3768.25,35791.28
2021-01-16,68.0360244,-0.56524,3768.25,36178.14
2021-01-15,67.974437,-0.10178,3768.25,36825.37
2021-01-14,67.8418023,-0.05708,3795.54,39187.33
2021-01-13,67.9916011,0.303986,3809.84,37316.36
2021-01-12,67.4176416,-0.37225,3801.19,33922.96
2021-01-11,67.6729269,-0.11696,3799.61,35566.66
2021-01-10,68.1539862,0.249019,3824.68,38356.44
2021-01-09,68.1539862,0.306014,3824.68,40254.55
2021-01-08,68.197479,0.544297,3824.68,40797.61
2021-01-07,68.2171975,0.58416,3803.79,39371.04
2021-01-06,68.311028,0.671597,3748.14,36824.36
2021-01-05,67.7667213,-0.57302,3726.86,33992.43
2021-01-04,67.666925,-0.67281,3700.65,31971.91
2021-01-03,67.7341021,-0.51836,3756.07,32782.02
2021-01-02,67.7341021,-0.75435,3756.07,32127.27
2021-01-01,67.8258706,-0.33591,3756.07,29374.15
2020-12-31,67.6397848,-0.96587,3756.07,29001.72
2020-12-30,68.1244366,-0.49551,3732.04,28840.95
2020-12-29,68.2125977,-0.63597,3727.04,27362.44
2020-12-28,68.2678206,-0.58075,3735.36,27084.81
2020-12-27,68.6879022,-0.16497,3703.06,26272.29
2020-12-26,68.6879022,-0.09378,3703.06,26437.04
2020-12-25,68.80428,0.076228,3703.06,24664.79
2020-12-24,68.8428623,0.485755,3703.06,23735.95
2020-12-23,68.7259634,0.456091,3690.01,23241.34
2020-12-22,68.6293043,0.262992,3687.26,23783.03
2020-12-21,68.2914335,-0.07488,3694.92,22803.08
2020-12-20,68.5457235,0.225383,3709.41,23477.3
2020-12-19,68.5457235,0.436485,3709.41,23869.83
2020-12-18,68.4966895,0.380781,3709.41,23137.96
2020-12-17,68.6012688,0.411996,3722.48,22805.16
2020-12-16,68.0762155,-0.16721,3701.17,21310.6
2020-12-15,67.8988787,-0.23005,3694.62,19417.08
2020-12-14,67.6876146,-0.44132,3647.49,19246.64
2020-12-13,67.7898886,-0.35388,3663.46,19142.38
2020-12-12,67.7898886,-0.27731,3663.46,18803.66
2020-12-11,67.9049669,0.166271,3663.46,18058.9
2020-12-10,67.8479718,0.093647,3668.1,18264.99
2020-12-09,67.6531817,-0.36391,3672.82,18553.92
2020-12-08,67.6330378,-1.18948,3702.25,18321.14
2020-12-07,67.639431,-1.18309,3691.96,19191.63
2020-12-06,68.3397365,-0.4314,3699.12,19345.12
2020-12-05,68.3397365,0.222061,3699.12,19154.23
2020-12-04,68.2524584,0.759175,3699.12,18699.77
2020-12-03,68.4884494,3.467667,3666.72,19445.4
2020-12-02,68.1617831,3.169956,3669.01,19201.09
2020-12-01,68.6056586,3.427542,3662.45,18803
2020-11-30,68.6199435,3.654374,3621.63,19625.84
2020-11-29,68.8485696,3.833739,3638.35,18177.48
2020-11-28,68.8485696,3.5638,3638.35,17717.42
2020-11-27,68.8528731,2.797823,3638.35,17108.4
2020-11-26,68.7816855,2.724643,3629.65,17150.62
2020-11-25,68.7280522,2.865927,3629.65,18732.12
2020-11-24,68.3571071,2.416999,3635.41,19107.46
2020-11-23,68.2698729,2.329764,3577.59,18364.12
2020-11-22,68.3663121,2.486864,3557.54,18370
2020-11-21,68.3663121,2.728144,3557.54,18642.23
2020-11-20,68.3203401,2.48103,3557.54,18621.31
2020-11-19,68.1092383,2.505491,3581.87,17817.09
2020-11-18,68.1159083,2.718187,3567.79,17804.01
2020-11-17,68.1892729,2.304546,3609.53,17645.41
2020-11-16,68.2434276,2.3587,3626.91,16716.11
2020-11-15,68.1289298,2.180649,3585.15,15955.59
2020-11-14,68.1289298,1.931074,3585.15,16068.14
2020-11-13,68.143771,1.500958,3585.15,16317.81
2020-11-12,68.0672015,1.768748,3537.01,16276.34
2020-11-11,67.7386954,1.623796,3572.66,15701.34
2020-11-10,67.7543249,1.690935,3545.53,15290.9
2020-11-09,68.0170934,1.953704,3550.5,15332.32
2020-11-08,68.8225164,2.789319,3509.44,15479.57
2020-11-07,68.8225164,2.865889,3509.44,14833.75
2020-11-06,68.7711321,2.832328,3509.44,15565.88
2020-11-05,68.117675,2.247928,3510.45,15579.85
2020-11-04,67.4932831,-0.69257,3443.44,14133.71
2020-11-03,65.020782,-3.11231,3369.16,13950.3
2020-11-02,64.991827,-3.14126,3310.24,13550.49
2020-11-01,65.1781167,-2.98991,3269.96,13737.11
2020-10-31,64.96557,-3.50626,3269.96,13780.99
2020-10-30,65.0148305,-3.29434,3269.96,13546.52
2020-10-29,65.2847701,-3.50825,3310.11,13437.88
2020-10-28,66.0550504,-2.61216,3271.03,13271.29
2020-10-27,66.0570425,-2.58952,3390.68,13654.22
2020-10-26,65.8621255,-2.78444,3400.97,13075.25
2020-10-25,65.9401084,-2.72933,3465.39,13031.17
2020-10-24,65.9401084,-2.74623,3465.39,13108.06
2020-10-23,65.8794481,-2.40971,3465.39,12931.54
2020-10-22,65.6381682,-2.72987,3453.49,12965.89
2020-10-21,65.8393098,-2.67568,3435.56,12823.69
2020-10-20,65.603747,-3.22588,3443.12,11916.34
2020-10-19,65.3977208,-3.4319,3426.92,11742.04
2020-10-18,65.8847273,-2.98469,3483.81,11483.36
2020-10-17,65.8847273,-2.88193,3483.81,11358.1
2020-10-16,65.9482804,-2.20948,3483.81,11322.12
2020-10-15,66.1978556,-2.00082,3483.34,11495.35
